well,method,eur_5y_mbbl,npv_musd,npv_p10_musd,npv_p90_musd
15/9-F-11,Arps,12298.674830888123,565.3048986702917,185.50682257801844,945.1029747625648
15/9-F-12,ML,9391.217353290143,431.0456735543857,383.94589774876727,607.4549578825528
15/9-F-15 D,Arps,949.8792407615028,44.74437978265181,15.08146298108214,74.40729658422147
15/9-F-14,ML,451.8054675311029,20.48675844572022,0.0,97.93647408933799
15/9-F-1 C,Arps,155.31186884504024,8.132777602519687,0.3094851998114965,32.92325673232582
