well,qi,Di,b,train_months,selection_months,test_months,arps_selection_mae,arps_selection_rmse,arps_selection_mape,arps_mae,arps_rmse,arps_mape,eur_5y_mbbl,split,selection_end
15/9-F-1 C,128205.00522849319,0.10232503290855399,0.08536360742652427,19,5,5,9193.153564403006,10929.817031375924,43.654113105037304,4902.557612047775,7024.274593308736,22.315195463685395,161.35714190315792,19,14
15/9-F-12,942224.8089623213,0.030200891143728353,0.05000000000000001,80,20,21,92649.75697639234,93938.41956098922,224.9705610159442,27640.234659338224,34085.622805508356,62.55304843360311,1633.8216089554862,80,60
15/9-F-15 D,47408.77061176506,0.0391744950390251,1.1999999999999997,24,6,6,10423.31978657604,14136.0302810476,27.502410466184195,6296.273652706844,8404.858646002547,66.65348860107791,943.2620430470151,24,18
15/9-F-11,206400.85373078813,0.0001000000000001236,1.1999999999999984,31,8,8,31600.769658271154,48349.54724559807,11.866655004422936,101806.73867033278,107614.13535065288,120.7606610305747,12093.695652248522,31,23
15/9-F-14,881831.5113664476,0.02782220023872446,0.05000000000000001,76,19,20,38059.321340787035,40557.53183383118,45.45682203377943,44237.7373953098,44401.888795442275,162.49714938873936,2212.536196319411,76,57
